접수일자,제작사,차명,모델년도
2022-08-25,기아주식회사,쏘렌토 하이브리드,2021
2022-08-25,한국지엠(주),말리부 2.0 TURBO,2018
2022-08-25,한국상용트럭(주),한국상용8.5톤카고트럭,2022
2022-08-25,메르세데스벤츠코리아(주),C220 CDI,2012
2022-08-25,현대자동차(주),맥스크루즈 (MAXCRUZ),2018
2022-08-25,폭스바겐그룹코리아 주식회사,A6 40 TDI quattro,2020
2022-08-25,기아주식회사,니로 EV,2019
2022-08-25,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018
2022-08-25,현대자동차(주),제네시스(GENESIS),2014
2022-08-25,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-25,현대자동차(주),팰리세이드(PALISADE),2022
2022-08-25,현대자동차(주),제네시스(GENESIS),2016
2022-08-25,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-25,현대자동차(주),제네시스(GENESIS),2015
2022-08-25,기아주식회사,니로 하이브리드,2022
2022-08-25,현대자동차(주),팰리세이드(PALISADE),2023
2022-08-25,메르세데스벤츠코리아(주),Mercedes-Benz S350 d,2022
2022-08-24,(주)재규어랜드로버코리아,재규어 XE 2.0D,2016
2022-08-24,기아주식회사,봉고Ⅲ 4륜구동,2022
2022-08-24,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2020
2022-08-24,메르세데스벤츠코리아(주),벤츠 E 300 e,2019
2022-08-24,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-24,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2021
2022-08-24,르노코리아자동차 주식회사,SM3,2011
2022-08-24,기아주식회사,쏘렌토 GL,2005
2022-08-23,기아주식회사,K9,2019
2022-08-24,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-23,한국지엠(주),올란도 2.0 LPG,2012
2022-08-24,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016
2022-08-24,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-24,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2020
2022-08-24,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-24,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-24,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-24,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-24,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-24,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2021
2022-08-24,현대자동차(주),포터Ⅱ (PORTERⅡ),2019
2022-08-24,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-24,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2020
2022-08-24,메르세데스벤츠코리아(주),E300 4Matic,2019
2022-08-24,현대자동차(주),코나(KONA),2018
2022-08-24,현대자동차(주),캐스퍼(CASPER),2023
2022-08-24,기아주식회사,카니발 리무진,2023
2022-08-24,르노코리아자동차 주식회사,QM6,2017
2022-08-24,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),2020
2022-08-24,기아주식회사,니로 하이브리드,2020
2022-08-24,현대자동차(주),G80,2018
2022-08-24,현대자동차(주),아반떼(AVANTE),2017
2022-08-24,현대자동차(주),캐스퍼(CASPER),2023
2022-08-24,기아주식회사,니로 하이브리드,2020
2022-08-23,비엠더블유코리아(주),BMW 520d,2014
2022-08-23,비엠더블유코리아(주),BMW 520d xDrive,2018
2022-08-23,현대자동차(주),투싼(TUCSON),2018
2022-08-23,포드세일즈서비스코리아(유),Explorer 2.3,2020
2022-08-23,기아주식회사,카니발,2019
2022-08-23,기아주식회사,EV6,2022
2022-08-23,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-23,기아주식회사,쏘렌토,2014
2022-08-23,비엠더블유코리아(주),BMW 530e,2021
2022-08-22,한국상용트럭(주),한국상용14톤카고트럭,2022
2022-08-23,비엠더블유코리아(주),BMW 520d,2017
2022-08-23,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-23,기아주식회사,K5,2011
2022-08-23,현대자동차(주),코나(KONA),2018
2022-08-22,기아주식회사,카니발,2021
2022-08-23,현대자동차(주),제네시스(GENESIS),2016
2022-08-23,르노코리아자동차 주식회사,QM6,2018
2022-08-23,기아주식회사,스포티지 하이브리드,2022
2022-08-23,현대자동차(주),쏘나타 (SONATA),2010
2022-08-22,(주)재규어랜드로버코리아,디펜더 110 D240,2020
2022-08-22,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),2021
2022-08-23,현대자동차(주),아반떼(AVANTE),2021
2022-08-22,한국지엠(주),캡티바 2.0 디젤,2016
2022-08-23,기아주식회사,쏘렌토,2016
2022-08-23,현대자동차(주),G80,2018
2022-08-23,현대자동차(주),투싼(TUCSON),2021
2022-08-23,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),2020
2022-08-22,현대자동차(주),캐스퍼(CASPER),2022
2022-08-23,르노코리아자동차 주식회사,SM7,2012
2022-08-23,현대자동차(주),G80,2019
2022-08-22,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-08-23,르노코리아자동차 주식회사,QM6,2020
2022-08-23,르노코리아자동차 주식회사,QM3,2015
2022-08-23,르노코리아자동차 주식회사,QM6,2022
2022-08-22,기아주식회사,모닝,2012
2022-08-22,폭스바겐그룹코리아 주식회사,Polo 5 FL 1.4 TDI BMT,2015
2022-08-22,기아주식회사,카니발,2019
2022-08-22,르노코리아자동차 주식회사,QM3,2016
2022-08-22,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-22,현대자동차(주),캐스퍼(CASPER),2023
2022-08-22,현대자동차(주),캐스퍼(CASPER),2023
2022-08-22,한불모터스(주),Citroen Grand C4 Picasso 1.6 BlueHDi,2018
2022-08-22,기아주식회사,니로 EV,2019
2022-08-22,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-22,기아주식회사,스포티지,2022
2022-08-22,기아주식회사,K5,2020
2022-08-22,스텔란티스코리아주식회사,짚랭글러 3.6 루비콘,2016
2022-08-22,비엠더블유코리아(주),MINI Cooper D Countryman,2012
2022-08-22,르노코리아자동차 주식회사,QM6,2018
2022-08-22,현대자동차(주),싼타페(SANTAFE),2015
2022-08-22,기아주식회사,니로 EV,2019
2022-08-22,현대자동차(주),캐스퍼(CASPER),2023
2022-08-22,르노코리아자동차 주식회사,SM5 D,2014
2022-08-22,현대자동차(주),팰리세이드(PALISADE),2021
2022-08-22,(주)재규어랜드로버코리아,재규어 XF 20d,2017
2022-08-22,현대자동차(주),아반떼(AVANTE),2011
2022-08-22,현대자동차(주),아이오닉5(IONIQ5),2022
2022-08-22,현대자동차(주),캐스퍼(CASPER),2023
2022-08-22,기아주식회사,K5,2016
2022-08-22,메르세데스벤츠코리아(주),벤츠 E 300 e,2019
2022-08-23,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-22,현대자동차(주),캐스퍼(CASPER),2023
2022-08-23,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2020
2022-08-19,현대자동차(주),캐스퍼(CASPER),2023
2022-08-19,현대자동차(주),맥스크루즈 (MAXCRUZ),2018
2022-08-23,한국지엠(주),말리부 1.35 TURBO,2021
2022-08-23,현대자동차(주),아반떼(AVANTE),2021
2022-08-22,현대자동차(주),캐스퍼(CASPER),2023
2022-08-23,비엠더블유코리아(주),BMW 520d,2017
2022-08-22,르노코리아자동차 주식회사,QM6,2017
2022-08-22,현대자동차(주),그랜저(GRANDEUR),2014
2022-08-19,메르세데스벤츠코리아(주),Mercedes-Benz GLC300 4MATIC Coupe,2020
2022-08-22,(주)재규어랜드로버코리아,디스커버리4 3.0D,2015
2022-08-22,현대자동차(주),G80,2018
2022-08-22,현대자동차(주),팰리세이드(PALISADE),2023
2022-08-22,르노코리아자동차 주식회사,SM6,2016
2022-08-22,현대자동차(주),캐스퍼(CASPER),2022
2022-08-19,메르세데스벤츠코리아(주),G350 BlueTEC,2013
2022-08-22,메르세데스벤츠코리아(주),Mercedes-Benz EQA250,2022
2022-08-22,기아주식회사,쏘울 전기차,2019
2022-08-22,현대자동차(주),G80,2018
2022-08-22,현대자동차(주),G80,2018
2022-08-22,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2010
2022-08-22,르노코리아자동차 주식회사,QM6,2022
2022-08-22,기아주식회사,스포티지,2023
2022-08-22,현대자동차(주),팰리세이드(PALISADE),2023
2022-08-19,현대자동차(주),캐스퍼(CASPER),2022
2022-08-22,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2016
2022-08-22,기아주식회사,쏘렌토 하이브리드,2022
2022-08-22,기아주식회사,스포티지,2022
2022-08-22,르노코리아자동차 주식회사,QM6,2017
2022-08-22,메르세데스벤츠코리아(주),Mercedes-Benz C200,2020
2022-08-19,현대자동차(주),EQ900,2018
2022-08-19,현대자동차(주),G80,2017
2022-08-19,르노코리아자동차 주식회사,QM6,2021
2022-08-19,르노코리아자동차 주식회사,QM6,2017
2022-08-19,현대자동차(주),제네시스(GENESIS),2016
2022-08-19,현대자동차(주),G80,2017
2022-08-19,현대자동차(주),제네시스(GENESIS),2014
2022-08-19,현대자동차(주),제네시스(GENESIS),2016
2022-08-19,현대자동차(주),캐스퍼(CASPER),2022
2022-08-19,현대자동차(주),팰리세이드(PALISADE),2023
2022-08-19,현대자동차(주),제네시스(GENESIS),2016
2022-08-19,현대자동차(주),제네시스(GENESIS),2015
2022-08-19,현대자동차(주),제네시스(GENESIS),2016
2022-08-19,현대자동차(주),제네시스(GENESIS),2016
2022-08-19,현대자동차(주),EQ900,2017
2022-08-19,현대자동차(주),제네시스(GENESIS),2016
2022-08-18,혼다코리아(주),ACCORD HYBRID,2019
2022-08-19,현대자동차(주),G80,2017
2022-08-18,타타대우상용차(주),더쎈,2022
2022-08-19,현대자동차(주),제네시스(GENESIS),2015
2022-08-18,현대자동차(주),쏘나타 (SONATA),2009
2022-08-19,현대자동차(주),G80,2018
2022-08-19,기아주식회사,니로 EV,2019
2022-08-19,현대자동차(주),캐스퍼(CASPER),2023
2022-08-19,르노코리아자동차 주식회사,QM3,2014
2022-08-19,현대자동차(주),제네시스(GENESIS),2016
2022-08-19,폭스바겐그룹코리아 주식회사,Arteon 2.0TDI,2022
2022-08-19,혼다코리아(주),ACCORD HYBRID,2021
2022-08-19,현대자동차(주),캐스퍼(CASPER),2023
2022-08-19,현대자동차(주),캐스퍼(CASPER),2023
2022-08-19,기아주식회사,카니발,2023
2022-08-19,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI Blue Motion,2013
2022-08-19,르노코리아자동차 주식회사,QM6,2020
2022-08-19,현대자동차(주),맥스크루즈 (MAXCRUZ),2014
2022-08-19,르노코리아자동차 주식회사,QM6,2019
2022-08-19,현대자동차(주),캐스퍼(CASPER),2023
2022-08-19,한국지엠(주),말리부 1.35 TURBO,2021
2022-08-19,현대자동차(주),캐스퍼(CASPER),2022
2022-08-18,현대자동차(주),G80,2017
2022-08-18,르노코리아자동차 주식회사,QM6,2021
2022-08-18,르노코리아자동차 주식회사,QM6,2020
2022-08-18,현대자동차(주),아이오닉5 (IONIQ5),2022
2022-08-18,현대자동차(주),쏘나타(SONATA) 하이브리드,2014
2022-08-17,혼다코리아(주),ACCORD HYBRID,2021
2022-08-18,한불모터스(주),Peugeot 308 1.6 Blue-HDi,2015
2022-08-17,혼다코리아(주),ACCORD HYBRID,2019
2022-08-17,혼다코리아(주),ACCORD HYBRID,2022
2022-08-17,혼다코리아(주),ACCORD 1.5T,2021
2022-08-17,혼다코리아(주),ACCORD HYBRID,2019
2022-08-18,기아주식회사,K7,2020
2022-08-18,르노코리아자동차 주식회사,QM6,2017
2022-08-18,현대자동차(주),캐스퍼(CASPER),2023
2022-08-17,기아주식회사,K7,2017
2022-08-18,기아주식회사,니로 하이브리드,2021
2022-08-18,혼다코리아(주),ACCORD 1.5T,2018
2022-08-18,지엠대우오토앤테크놀로지(주),CHEVROLET TRAVERSE AWD,2022
2022-08-17,현대자동차(주),캐스퍼(CASPER),2022
2022-08-18,(주)재규어랜드로버코리아,재규어 XE 20d,2017
2022-08-18,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-18,폭스바겐그룹코리아 주식회사,Tiguan Allspace 2.0 TDI,2018
2022-08-18,기아주식회사,스포티지,2022
2022-08-18,현대자동차(주),캐스퍼(CASPER),2023
2022-08-18,현대자동차(주),캐스퍼(CASPER),2023
2022-08-17,(주)재규어랜드로버코리아,재규어 XF 20d,2018
2022-08-18,기아주식회사,스포티지,2022
2022-08-18,현대자동차(주),캐스퍼(CASPER),2023
2022-08-17,현대자동차(주),캐스퍼(CASPER),2023
2022-08-18,기아주식회사,스포티지 하이브리드,2022
2022-08-18,기아주식회사,스포티지 하이브리드,2022
2022-08-18,기아주식회사,니로 EV,2019
2022-08-18,기아주식회사,스포티지,2022
2022-08-18,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2020
2022-08-18,기아주식회사,스포티지 하이브리드,2023
2022-08-18,폭스바겐그룹코리아 주식회사,A6 40 TDI,2020
2022-08-18,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-18,현대자동차(주),아반떼(AVANTE),2021
2022-08-18,현대자동차(주),캐스퍼(CASPER),2023
2022-08-16,현대자동차(주),캐스퍼(CASPER),2023
2022-08-18,현대자동차(주),팰리세이드(PALISADE),2023
2022-08-18,르노코리아자동차 주식회사,QM3,2015
2022-08-16,현대자동차(주),쏘나타 하이브리드(SONATA HYBRID),2015
2022-08-18,기아주식회사,스포티지,2022
2022-08-18,현대자동차(주),팰리세이드(PALISADE),2023
2022-08-19,현대자동차(주),쏘나타(SONATA),2020
2022-08-18,현대자동차(주),싼타페(SANTAFE),2013
2022-08-18,기아주식회사,스포티지 하이브리드,2022
2022-08-19,현대자동차(주),투싼(TUCSON),2017
2022-08-18,르노코리아자동차 주식회사,QM6,2019
2022-08-19,르노코리아자동차 주식회사,QM6,2017
2022-08-19,비엠더블유코리아(주),BMW 530i xDrive,2017
2022-08-18,기아주식회사,스포티지,2022
2022-08-18,현대자동차(주),캐스퍼(CASPER),2022
2022-08-18,기아주식회사,스포티지,2022
2022-08-19,르노코리아자동차 주식회사,SM5 D,2014
2022-08-19,르노코리아자동차 주식회사,QM6,2018
2022-08-19,한국지엠(주),말리부 1.8 HYBRID,2017
2022-08-18,한국지엠(주),올란도 2.0 LPG,2012
2022-08-18,비엠더블유코리아(주),BMW 630i xDrive Luxury,2020
2022-08-18,포드세일즈서비스코리아(유),Explorer 2.3L,2022
2022-08-18,기아주식회사,봉고Ⅲ EV 윙바디,2021
2022-08-18,현대자동차(주),맥스크루즈 (MAXCRUZ),2015
2022-08-18,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2022
2022-08-18,(주)재규어랜드로버코리아,재규어 XF 20d,2017
2022-08-18,르노코리아자동차 주식회사,QM6,2023
2022-08-18,현대자동차(주),캐스퍼(CASPER),2023
2022-08-18,현대자동차(주),팰리세이드(PALISADE),2023
2022-08-18,비엠더블유코리아(주),BMW 520d xDrive,2018
2022-08-18,(주)볼보자동차코리아,볼보 XC90T8 AWD,2022
2022-08-18,현대자동차(주),캐스퍼(CASPER),2022
2022-08-18,현대자동차(주),그랜저(GRANDEUR),2012
2022-08-18,기아주식회사,니로 하이브리드,2020
2022-08-18,기아주식회사,카니발,2019
2022-08-19,혼다코리아(주),CRF1000D2,2019
2022-08-17,기아주식회사,스포티지,2016
2022-08-17,르노코리아자동차 주식회사,QM6,2017
2022-08-17,르노코리아자동차 주식회사,QM6,2020
2022-08-17,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2018
2022-08-17,르노코리아자동차 주식회사,QM6,2020
2022-08-17,기아주식회사,스포티지,2022
2022-08-17,현대자동차(주),캐스퍼(CASPER),2023
2022-08-17,기아주식회사,쏘렌토,2018
2022-08-17,한불모터스(주),Peugeot 3008 1.6 BlueHDi,2018
2022-08-17,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-17,르노코리아자동차 주식회사,QM6,2019
2022-08-17,한국지엠(주),올란도 2.0 LPG,2013
2022-08-17,비엠더블유코리아(주),BMW 520d,2017
2022-08-17,기아주식회사,쏘렌토 하이브리드,2022
2022-08-17,현대자동차(주),캐스퍼(CASPER),2023
2022-08-17,르노코리아자동차 주식회사,QM6,2020
2022-08-17,폴스타오토모티브코리아 유한회사,Polestar 2 Long Range Single Motor,2023
2022-08-17,기아주식회사,스포티지,2022
2022-08-17,현대자동차(주),팰리세이드(PALISADE),2023
2022-08-17,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-17,르노코리아자동차 주식회사,QM6,2018
2022-08-17,현대자동차(주),팰리세이드(PALISADE),2023
2022-08-17,르노코리아자동차 주식회사,QM6,2018
2022-08-17,기아주식회사,카니발 리무진,2023
2022-08-17,현대자동차(주),캐스퍼(CASPER),2023
2022-08-17,르노코리아자동차 주식회사,QM6,2019
2022-08-17,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2019
2022-08-17,르노코리아자동차 주식회사,QM6,2019
2022-08-17,르노코리아자동차 주식회사,QM6,2018
2022-08-17,르노코리아자동차 주식회사,QM6,2020
2022-08-17,르노코리아자동차 주식회사,QM3,2016
2022-08-17,르노코리아자동차 주식회사,QM6,2019
2022-08-17,현대자동차(주),팰리세이드(PALISADE),2023
2022-08-17,르노코리아자동차 주식회사,QM3,2015
2022-08-17,혼다코리아(주),ACCORD 1.5T,2019
2022-08-17,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-08-17,기아주식회사,스포티지,2022
2022-08-17,기아주식회사,스포티지 하이브리드,2022
2022-08-17,현대자동차(주),캐스퍼(CASPER),2023
2022-08-16,혼다코리아(주),ACCORD HYBRID,2021
2022-08-16,르노코리아자동차 주식회사,QM6,2018
2022-08-17,르노코리아자동차 주식회사,QM3,2014
2022-08-16,현대자동차(주),캐스퍼(CASPER),2023
2022-08-17,현대자동차(주),그랜저(GRANDEUR),2015
2022-08-16,메르세데스벤츠코리아(주),Mercedes-Benz GLC300 e 4MATIC,2021
2022-08-16,기아주식회사,스포티지,2022
2022-08-16,르노코리아자동차 주식회사,SM5,2011
