,제작사,차명,모델년도,리콜개시일,계절,월별
4954,현대자동차(주),아반떼(AVANTE),2021.0,2022-07-14,Summer,July
4955,기아주식회사,K3,2019.0,2022-07-14,Summer,July
4956,쌍용자동차(주),코란도,2021.0,2022-07-14,Summer,July
4957,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-14,Summer,July
4958,현대자동차(주),쏘나타 (SONATA) 하이브리드,2012.0,2022-07-14,Summer,July
4959,한국지엠(주),말리부 1.8 HYBRID,2017.0,2022-07-14,Summer,July
4960,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-14,Summer,July
4961,현대자동차(주),그랜저(GRANDEUR),2011.0,2022-07-14,Summer,July
4962,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-14,Summer,July
4963,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-14,Summer,July
4965,비엠더블유코리아(주),BMW 520d,2017.0,2022-07-14,Summer,July
4966,르노코리아자동차 주식회사,MASTER,2021,2022-07-14,Summer,July
4967,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-14,Summer,July
4968,현대자동차(주),i40,2012.0,2022-07-14,Summer,July
4969,기아주식회사,쏘렌토 하이브리드,2022.0,2022-07-14,Summer,July
4970,현대자동차(주),EQ900,2016.0,2022-07-14,Summer,July
4971,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-14,Summer,July
4972,혼다코리아(주),GL1800,2020,2022-07-14,Summer,July
4973,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-14,Summer,July
4974,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-14,Summer,July
4975,(주)재규어랜드로버코리아,레인지로버 벨라 D240,2018.0,2022-07-14,Summer,July
4976,한국지엠(주),말리부 1.8 HYBRID,2018.0,2022-07-14,Summer,July
4977,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-14,Summer,July
4978,포드세일즈서비스코리아(유),머스탱,2014.0,2022-07-14,Summer,July
4979,스텔란티스코리아주식회사,짚 컴패스 2.4,2018.0,2022-07-14,Summer,July
4980,(주)광림,광림1.7톤직진식크레인카고트럭,2017.0,2022-07-14,Summer,July
4981,한국지엠(주),말리부 1.8 HYBRID,2017.0,2022-07-14,Summer,July
4982,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-14,Summer,July
4983,기아주식회사,니로 하이브리드,2022.0,2022-07-14,Summer,July
4984,쌍용자동차(주),렉스턴,2022.0,2022-07-14,Summer,July
4985,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-14,Summer,July
4986,르노코리아자동차 주식회사,QM6,2018.0,2022-07-14,Summer,July
4987,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-14,Summer,July
4988,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),2020.0,2022-07-14,Summer,July
4989,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-14,Summer,July
4990,(주)재규어랜드로버코리아,재규어 XE 20d,2017.0,2022-07-14,Summer,July
4991,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-14,Summer,July
4992,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-14,Summer,July
4993,기아주식회사,카니발,2023.0,2022-07-14,Summer,July
4994,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-14,Summer,July
4995,메르세데스벤츠코리아(주),GLE 300 d 4MATIC,2018,2022-07-15,Summer,July
4996,메르세데스벤츠코리아(주),A 200 d,2020,2022-07-15,Summer,July
4997,한국지엠(주),말리부 1.8 HYBRID,2018.0,2022-07-15,Summer,July
4998,르노코리아자동차 주식회사,QM3,2014.0,2022-07-15,Summer,July
4999,비엠더블유코리아(주),MINI John Cooper Works,2018.0,2022-07-15,Summer,July
5000,르노코리아자동차 주식회사,QM6,2017.0,2022-07-15,Summer,July
5001,현대자동차(주),메가트럭,2021.0,2022-07-15,Summer,July
5002,메르세데스벤츠코리아(주),GLE 450 4MATIC,2018,2022-07-15,Summer,July
5003,(주)재규어랜드로버코리아,레인지로버 4.4D,2014.0,2022-07-15,Summer,July
5004,폭스바겐그룹코리아 주식회사,A8 50 TDI quattro,2021.0,2022-07-15,Summer,July
5005,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-15,Summer,July
5006,메르세데스벤츠코리아(주),A 250 4MATIC,2020,2022-07-15,Summer,July
5007,한국지엠(주),말리부 2.0 TURBO,2019.0,2022-07-15,Summer,July
5008,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-15,Summer,July
5009,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-15,Summer,July
5010,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-15,Summer,July
5011,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-15,Summer,July
5012,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-15,Summer,July
5013,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-15,Summer,July
5014,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-15,Summer,July
5015,한국지엠(주),트레일블레이저 1.35 TURBO AWD,2021.0,2022-07-15,Summer,July
5016,현대자동차(주),넥쏘 (NEXO) 수소전기차,2021.0,2022-07-15,Summer,July
5017,기아주식회사,K7,2011.0,2022-07-15,Summer,July
5018,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-15,Summer,July
5019,혼다코리아(주),ACCORD 1.5T,2018.0,2022-07-15,Summer,July
5020,한국지엠(주),말리부 1.5 TURBO,2018.0,2022-07-15,Summer,July
5021,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-15,Summer,July
5022,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-15,Summer,July
5023,(주)재규어랜드로버코리아,디스커버리 SD4,2017.0,2022-07-15,Summer,July
5024,하늘특장,하늘4.3톤카고,2022.0,2022-07-15,Summer,July
5025,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-15,Summer,July
5026,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-15,Summer,July
5027,르노코리아자동차 주식회사,QM3,2014.0,2022-07-18,Summer,July
5028,포드세일즈서비스코리아(유),Explorer 2.3,2020.0,2022-07-18,Summer,July
5029,기아주식회사,쏘렌토 하이브리드,2022.0,2022-07-18,Summer,July
5030,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-18,Summer,July
5031,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-18,Summer,July
5032,한국지엠(주),라세티 2.0 디젤,2010.0,2022-07-18,Summer,July
5033,현대자동차(주),그랜저(GRANDEUR),2018.0,2022-07-18,Summer,July
5034,기아주식회사,카니발 하이리무진,2023.0,2022-07-18,Summer,July
5035,폭스바겐그룹코리아 주식회사,A6 2.0 TDI,2013.0,2022-07-18,Summer,July
5036,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-18,Summer,July
5037,혼다코리아(주),ACCORD HYBRID,2021.0,2022-07-18,Summer,July
5038,쌍용자동차(주),렉스턴스포츠,2019.0,2022-07-18,Summer,July
5039,한국상용트럭(주),한국상용8.5톤카고트럭,2022.0,2022-07-18,Summer,July
5040,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-18,Summer,July
5041,르노코리아자동차 주식회사,QM6,2019.0,2022-07-18,Summer,July
5042,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018.0,2022-07-18,Summer,July
5043,기아주식회사,스포티지,2022.0,2022-07-18,Summer,July
5044,현대자동차(주),팰리세이드(PALISADE),2022.0,2022-07-18,Summer,July
5045,기아주식회사,카니발 리무진,2022.0,2022-07-18,Summer,July
5046,르노코리아자동차 주식회사,QM6,2017.0,2022-07-18,Summer,July
5047,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-18,Summer,July
5048,현대자동차(주),싼타페(SANTAFE),2013.0,2022-07-18,Summer,July
5049,기아주식회사,니로 EV,2020.0,2022-07-18,Summer,July
5050,기아주식회사,니로 EV,2020.0,2022-07-18,Summer,July
5051,한국지엠(주),크루즈 1.8 DOHC,2013.0,2022-07-18,Summer,July
5052,한국지엠(주),말리부 1.8 HYBRID,2018.0,2022-07-18,Summer,July
5053,르노코리아자동차 주식회사,QM6,2017.0,2022-07-18,Summer,July
5054,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-18,Summer,July
5055,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-18,Summer,July
5056,현대자동차(주),싼타페(SANTAFE),2021.0,2022-07-18,Summer,July
5057,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021.0,2022-07-18,Summer,July
5058,(주)재규어랜드로버코리아,재규어 XE 20d,2017.0,2022-07-18,Summer,July
5059,현대자동차(주),그랜저(GRANDEUR),2019.0,2022-07-18,Summer,July
5060,한불모터스(주),Peugeot e-2008 SUV,2021.0,2022-07-18,Summer,July
5061,혼다코리아(주),ACCORD 1.5T,2018.0,2022-07-18,Summer,July
5062,기아주식회사,카니발 리무진,2023.0,2022-07-18,Summer,July
5063,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-18,Summer,July
5064,(주)재규어랜드로버코리아,재규어 XE 20d,2018.0,2022-07-18,Summer,July
5065,기아주식회사,K7,2017.0,2022-07-18,Summer,July
5066,현대자동차(주),쏘나타(SONATA),2006.0,2022-07-18,Summer,July
5067,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019.0,2022-07-18,Summer,July
5068,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-19,Summer,July
5069,기아주식회사,니로 하이브리드,2022.0,2022-07-19,Summer,July
5070,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2019.0,2022-07-19,Summer,July
5071,기아주식회사,K5,2016.0,2022-07-19,Summer,July
5072,현대자동차(주),포터Ⅱ (PORTERⅡ),2022.0,2022-07-19,Summer,July
5073,쌍용자동차(주),티볼리 에어,2021.0,2022-07-19,Summer,July
5074,기아주식회사,니로 하이브리드,2018.0,2022-07-19,Summer,July
5075,기아주식회사,니로 EV,2019.0,2022-07-19,Summer,July
5076,메르세데스벤츠코리아(주),Mercedes-Benz CLA250 4MATIC,2020.0,2022-07-19,Summer,July
5077,한불모터스(주),Grand C4 Picasso 1.6 Blue-HDi,2016.0,2022-07-19,Summer,July
5078,르노코리아자동차 주식회사,QM6,2020.0,2022-07-19,Summer,July
5079,(주)재규어랜드로버코리아,디스커버리4 3.0D,2016.0,2022-07-19,Summer,July
5080,한국토요타자동차(주),렉서스 ES300h,2018.0,2022-07-19,Summer,July
5081,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-19,Summer,July
5082,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-19,Summer,July
5083,르노코리아자동차 주식회사,QM3,2014.0,2022-07-19,Summer,July
5084,기아주식회사,카니발,2022.0,2022-07-19,Summer,July
5085,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-19,Summer,July
5086,기아주식회사,쏘렌토,2021.0,2022-07-19,Summer,July
5087,르노코리아자동차 주식회사,QM6,2017.0,2022-07-19,Summer,July
5088,비엠더블유코리아(주),BMW 520d,2017.0,2022-07-19,Summer,July
5089,르노코리아자동차 주식회사,QM6,2017.0,2022-07-19,Summer,July
5090,현대자동차(주),싼타페(SANTAFE),2014.0,2022-07-19,Summer,July
5091,현대자동차(주),팰리세이드(PALISADE),2023.0,2022-07-19,Summer,July
5092,르노코리아자동차 주식회사,QM6,2017.0,2022-07-19,Summer,July
5093,메르세데스벤츠코리아(주),Mercedes-Benz CLS450 4MATIC,2021.0,2022-07-19,Summer,July
5094,기아주식회사,카니발,2021.0,2022-07-19,Summer,July
5095,기아주식회사,EV6,2022.0,2022-07-19,Summer,July
5096,스텔란티스코리아주식회사,짚그랜드체로키,2017.0,2022-07-19,Summer,July
5097,(주)한국쓰리축,한국쓰리축8.5톤트럭,2022.0,2022-07-20,Summer,July
5098,(주)재규어랜드로버코리아,재규어 XJ 3.0D,2016.0,2022-07-20,Summer,July
5099,스텔란티스코리아주식회사,짚그랜드체로키,2021,2022-07-20,Summer,July
5100,르노코리아자동차 주식회사,QM3,2014.0,2022-07-20,Summer,July
5101,혼다코리아(주),ACCORD 1.5T,2018.0,2022-07-20,Summer,July
5102,(주)재규어랜드로버코리아,레인지로버 4.4D,2015.0,2022-07-20,Summer,July
5103,현대자동차(주),그랜저(GRANDEUR) 하이브리드,2014.0,2022-07-20,Summer,July
5104,비엠더블유코리아(주),BMW 530i xDrive,2018.0,2022-07-20,Summer,July
5105,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-20,Summer,July
5106,기아주식회사,니로 하이브리드,2020.0,2022-07-20,Summer,July
5107,비엠더블유코리아(주),BMW X6 M50d,2014.0,2022-07-20,Summer,July
5108,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2019.0,2022-07-20,Summer,July
5109,(주)재규어랜드로버코리아,레인지로버 벨라 D240,2018.0,2022-07-20,Summer,July
5110,기아주식회사,쏘렌토,2010.0,2022-07-20,Summer,July
5111,르노코리아자동차 주식회사,QM3,2014.0,2022-07-20,Summer,July
5112,현대자동차(주),쏘나타(SONATA),2022.0,2022-07-20,Summer,July
5113,타타대우상용차(주),프리마트랙터,2021.0,2022-07-20,Summer,July
5114,한국토요타자동차(주),렉서스 NX300h,2019.0,2022-07-20,Summer,July
5115,(주)재규어랜드로버코리아,레인지로버 이보크 2.0D,2017.0,2022-07-20,Summer,July
5116,비엠더블유코리아(주),BMW 520d,2017.0,2022-07-20,Summer,July
5117,포드세일즈서비스코리아(유),Lincoln Aviator 3.0,2022.0,2022-07-20,Summer,July
5118,폭스바겐그룹코리아 주식회사,A6 45 TDI quattro,2020.0,2022-07-21,Summer,July
5119,주식회사 이브이케이엠씨,MASADA 2밴,2022.0,2022-07-21,Summer,July
5120,(주)한성특장,한성구쎈4.5톤카고,2023.0,2022-07-21,Summer,July
5121,쌍용자동차(주),렉스턴스포츠,2022.0,2022-07-21,Summer,July
5122,(주)한국쓰리축,한국쓰리축9톤트럭,2023.0,2022-07-21,Summer,July
5123,현대자동차(주),유니버스(PY),2022,2022-07-21,Summer,July
5124,(주)포멕특장,포멕7.5톤극초장축플러스카고트럭,2015.0,2022-07-21,Summer,July
5125,(주)대창모터스,다니고밴,2021.0,2022-07-21,Summer,July
5126,기아주식회사,K7,2020.0,2022-07-21,Summer,July
5127,기아주식회사,그랜드 카니발,2009.0,2022-07-21,Summer,July
5128,현대자동차(주),더 뉴 팰리세이드,2022,2022-07-21,Summer,July
5129,기아주식회사,그랜버드(GZ),2022,2022-07-21,Summer,July
5130,(주)한국쓰리축,한국쓰리축6.5톤트럭,2023.0,2022-07-21,Summer,July
5131,현대자동차(주),쏘나타(SONATA),2012.0,2022-07-21,Summer,July
5132,(주)재규어랜드로버코리아,디스커버리 SD4,2017.0,2022-07-21,Summer,July
5133,비엠더블유코리아(주),BMW Gran Turismo EfficientDynamics Edition,2015.0,2022-07-21,Summer,July
5134,(주)재규어랜드로버코리아,디스커버리 TD6,2018.0,2022-07-21,Summer,July
5135,기아주식회사,K5 하이브리드,2017.0,2022-07-21,Summer,July
5136,르노코리아자동차 주식회사,QM6,2017.0,2022-07-21,Summer,July
5137,혼다코리아(주),ACCORD HYBRID,2018.0,2022-07-21,Summer,July
5138,현대자동차(주),그랜저(GRANDEUR),2017.0,2022-07-21,Summer,July
5139,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-21,Summer,July
5140,현대자동차(주),제네시스(GENESIS),2016.0,2022-07-21,Summer,July
5141,르노코리아자동차 주식회사,QM6,2017.0,2022-07-21,Summer,July
5142,르노코리아자동차 주식회사,QM6,2017.0,2022-07-21,Summer,July
5143,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-21,Summer,July
5144,현대자동차(주),EQ900,2018.0,2022-07-21,Summer,July
5145,한불모터스(주),Peugeot 2008 1.6 BlueHDi,2017.0,2022-07-21,Summer,July
5146,기아주식회사,카니발,2022.0,2022-07-21,Summer,July
5147,기아주식회사,프라이드,2015.0,2022-07-21,Summer,July
5148,비엠더블유코리아(주),BMW 520d,2017.0,2022-07-22,Summer,July
5149,비엠더블유코리아(주),BMW 218d Active Tourer,2022,2022-07-22,Summer,July
5150,현대자동차(주),일렉시티 수소전기버스(CY),2021,2022-07-22,Summer,July
5151,현대자동차(주),엑시언트 수소전기트럭(QZ),2021,2022-07-22,Summer,July
5152,비엠더블유코리아(주),BMW 530i xDrive,2017.0,2022-07-22,Summer,July
5153,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019.0,2022-07-22,Summer,July
5154,현대자동차(주),아반떼 N(CN7 N),2022,2022-07-22,Summer,July
5155,(주)재규어랜드로버코리아,디스커버리 스포츠 TD4 180PS,2019.0,2022-07-22,Summer,July
5156,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-22,Summer,July
5157,현대자동차(주),쏘나타(SONATA),2017.0,2022-07-22,Summer,July
5158,현대자동차(주),아반떼 N-Line(CN7 N-Line),2022,2022-07-22,Summer,July
5159,타타대우상용차(주),더쎈,2022.0,2022-07-22,Summer,July
5160,(주)한국토미,토미구쎈8.5톤카고,2023.0,2022-07-22,Summer,July
5161,현대자동차(주),아반떼 하이브리드(CN7 HEV),2022,2022-07-22,Summer,July
5162,한국지엠(주),말리부 2.0 DOHC,2014.0,2022-07-22,Summer,July
5163,기아주식회사,니로 EV,2019.0,2022-07-22,Summer,July
5164,폭스바겐그룹코리아 주식회사,A6 40 TDI,2020.0,2022-07-22,Summer,July
5165,폭스바겐그룹코리아 주식회사,A6 40 TDI quattro,2020.0,2022-07-22,Summer,July
5166,포르쉐코리아 주식회사,카이엔 디젤,2017.0,2022-07-22,Summer,July
5167,비엠더블유코리아(주),BMW 520d xDrive,2017.0,2022-07-22,Summer,July
5168,비엠더블유코리아(주),BMW 520d,2017.0,2022-07-22,Summer,July
5169,기아주식회사,EV6,2022.0,2022-07-22,Summer,July
5170,한국지엠(주),트레일블레이저 1.2 TURBO FWD,2021.0,2022-07-22,Summer,July
5171,기아주식회사,K5 하이브리드,2016.0,2022-07-22,Summer,July
5172,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-22,Summer,July
5173,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-22,Summer,July
5174,현대자동차(주),아반떼(AVANTE),2010.0,2022-07-22,Summer,July
5175,기아주식회사,K7,2013.0,2022-07-22,Summer,July
5176,폭스바겐그룹코리아 주식회사,SQ5 3.0 TDI quattro,2014.0,2022-07-22,Summer,July
5177,르노코리아자동차 주식회사,SM6,2016.0,2022-07-22,Summer,July
5178,르노코리아자동차 주식회사,QM6,2018.0,2022-07-22,Summer,July
5179,한국지엠(주),말리부 1.35 TURBO,2021.0,2022-07-22,Summer,July
5180,폭스바겐그룹코리아 주식회사,Jetta 1.4 TSI,2021.0,2022-07-22,Summer,July
5181,현대자동차(주),포터Ⅱ (PORTERⅡ),2022.0,2022-07-22,Summer,July
5182,현대자동차(주),아반떼(CN7),2022,2022-07-22,Summer,July
5183,기아주식회사,봉고Ⅲ 1톤,2017.0,2022-07-22,Summer,July
5184,기아주식회사,봉고Ⅲ 1톤,2017.0,2022-07-22,Summer,July
5185,비엠더블유코리아(주),BMW 530i,2017.0,2022-07-25,Summer,July
5186,비엠더블유코리아(주),BMW 530i,2017.0,2022-07-25,Summer,July
5187,현대자동차(주),투싼(TUCSON),2014.0,2022-07-25,Summer,July
5188,기아주식회사,니로 EV,2019.0,2022-07-25,Summer,July
5189,현대자동차(주),캐스퍼(CASPER),2023.0,2022-07-25,Summer,July
5190,르노코리아자동차 주식회사,QM6,2017.0,2022-07-25,Summer,July
5191,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2018.0,2022-07-25,Summer,July
5192,현대자동차(주),캐스퍼(CASPER),2022.0,2022-07-25,Summer,July
5193,르노코리아자동차 주식회사,QM6,2017.0,2022-07-25,Summer,July
5194,주식회사 이브이케이엠씨,MASADA 2밴,2022.0,2022-07-25,Summer,July
5195,비엠더블유코리아(주),BMW 520d,2018.0,2022-07-25,Summer,July
5196,한국지엠(주),올란도 2.0 LPG,2012.0,2022-07-25,Summer,July
